query,resp,rank,IAS,positive,negative,neutral,joy,anger,surprise,disgust,fear,sadness,trust,anticipation
velocitÃ  massima del tornado,"Panavia Tornado IDS – Circolo del 53 – CAMERI. Caratteristiche tecniche e prestazioni (Tornado IDS) apertura alare: 13,91 m (freccia minima), 8,60 m (freccia massima) lunghezza: 16,70 m. altezza: 5,95 m. superficie alare: 26,60 m 2. pesi: a vuoto 14.500 Kg, massimo al decollo 28.000 Kg. motore: due turbofan, Turbo Union RB 199 MK103, da 7.620 Kg/s con post bruciatore",3,Bing,31.49,25.91,42.6,12.65,11.27,14.35,10.02,13.42,11.8,12.73,13.76
velocitÃ  massima del tornado,"Panavia Tornado: il caccia multiruolo da combattimento italiano - Geopop. Spinto da due RB199-34R con postbruciatore, il velivolo è in grado di raggiungere una velocità massima di 2.400 km/h ad alta quota, di raggiungere i 9.000 m in circa due minuti e di avere un raggio di azione di 640 km.",4,Bing,33.59,22.35,44.06,11.01,11.14,13.04,9.53,14.49,11.47,14.78,14.54
velocitÃ  massima del tornado,"Tornado ADV dati tecnici - Aerei Militari. Velocità di salita iniziale : 9.150 m di quota in 120 secondi dal rilascio dei freni G limit : +7,5 / -2,5 G Rateo di virata massima istantaneo (ITR) : 18 gradi/sec",5,Bing,28.1,28.54,43.36,11.73,10.85,13.26,9.44,13.57,11.35,14.09,15.71
velocitÃ  massima di un tornado,"Tromba d'aria - Wikipedia. Una tromba d'aria mediamente dura dai 5 ai 15 minuti, ma in alcuni casi, in relazione alla sua intensità, può arrivare a durare anche più di un'ora. La velocità di spostamento della tromba d'aria è variabile durante il percorso ed è compresa tipicamente tra 30 e 100 km/h.",1,Bing,31.38,34.68,33.94,12.42,11.89,13.04,8.93,13.77,12.02,13.32,14.63
velocitÃ  massima di un tornado,"Quali sono le velocità dei tornado? - Portale Sulla Scienza. Il diametro della base di un tornado varia dai 100 ai 500 metri, ma in casi eccezionali sono stati registrati tornado con diametro di base superiore a 1 km ad esempio l'EF5 di Oklahoma City. L'altezza di una tromba d'aria può variare tra i 100 e i 1000 metri, in relazione alla distanza tra suolo e base del cumulonembo.",2,Bing,30.76,26.32,42.92,11.98,11.78,12.88,9.42,13.25,11.12,15.22,14.36
velocitÃ  massima di un tornado,Scala Fujita - Wikipedia. La scala Fujita è una misura empirica dell'intensità di un tornado in funzione dei danni inflitti alle strutture costruite dall'uomo. L'origine della scala di misurazione è insolita; l'esplosione atomica di Hiroshima ebbe tra i suoi effetti anche lo sviluppo di numerosi tornado.,3,Bing,27.0,23.81,49.2,11.87,12.03,12.43,9.83,14.18,11.13,14.25,14.28
velocitÃ  massima di un tornado,"I tornado in Italia - La scala Fujita dei Tornado. La scala Fujita dei tornado è strutturata in modo da dividere in 12 parti l'intervallo fra il grado 12 della scala Beaufort e la velocità del suono (Mach 1). La velocità del vento può essere calcolata con la formula: Vt = 6,30(F + 2)^1,5 dove Vt è la velocità del vento (m/s) e F è il grado di intensità della tromba nella scala.",4,Bing,27.58,29.05,43.36,12.08,12.37,13.1,9.31,14.16,11.43,13.4,14.14
velocitÃ  massima di un tornado,"Veloce come un Tornado: Qual è la Velocità Massima. La velocità massima di un tornado può variare notevolmente, ma generalmente si aggira intorno ai 300 chilometri all’ora (190 miglia all’ora). Tuttavia, alcuni tornado eccezionalmente potenti possono raggiungere velocità superiori a 400 chilometri all’ora (250 miglia all’ora).",5,Bing,32.96,33.09,33.95,12.0,11.14,14.24,7.96,13.8,12.01,13.68,15.17
3 animali in estinzione,"26 specie animali che l’uomo sta spingendo verso l’estinzione. La Lista rossa dell’Unione Internazionale per la Conservazione della Natura, ovvero la fonte di informazioni più completa sullo stato di rischio di estinzione globale di specie animali, fungine e vegetali, ha stimato l’esistenza di 138.300 specie ad oggi, di cui il 28% è a rischio di estinzione.",1,Bing,28.65,20.78,50.57,11.74,11.78,11.13,11.77,13.9,10.9,15.68,13.1
3 animali in estinzione,"Animali a rischio di estinzione, i primi 10 - Wired Italia. Secondo gli studiosi, a oggi, una percentuale compresa tra l’1 e il 2,5% delle specie di uccelli, mammiferi, anfibi, rettili e pesci si è già estinto. Tuttavia, i tentativi...",2,Bing,33.88,26.67,39.46,11.59,11.85,11.83,12.23,14.44,10.95,13.27,13.84
3 animali in estinzione,"Animali rari: 15 specie in via di estinzione nel mondo - Terra Incognita. Tra gli animali in via di estinzione ci sono insetti, molluschi, ragni, stelle marine e altri invertebrati, oltre ai vertebrati come mammiferi [3], uccelli, rettili, anfibi, pesci. Le specie nella lista rossa IUCN sono purtroppo migliaia.",3,Bing,29.46,26.33,44.21,12.64,12.56,12.8,12.02,13.35,11.66,12.85,12.12
3 animali in estinzione,"Animali in via di estinzione: 18 specie a rischio in Italia e nel mondo. E sono centinaia di migliaia gli animali in via di estinzione a causa dell’inquinamento, del surriscaldamento globale, nonché minacciati dalla distruzione dei loro habitat, dal commercio illegale e dal bracconaggio.",4,Bing,23.39,23.71,52.9,11.43,12.1,11.32,11.32,14.85,12.24,13.82,12.91
3 animali in estinzione,"50 specie animali a rischio estinzione - Wired Italia. Secondo i dati dell'Unione internazionale per la conservazione della natura (Iucn), un quarto delle specie di mammiferi e un ottavo di quelle di uccelli è oggi a rischio, così come il 25% dei...",5,Bing,25.2,24.09,50.71,12.05,11.4,11.38,12.37,14.14,10.78,15.08,12.81
classificazione del leopardo delle nevi,"Panthera uncia - Wikipedia. Il leopardo delle nevi [2] (Panthera uncia Schreber, 1775) è un felide di grossa taglia originario delle catene montuose dell'Asia centrale. La sua classificazione è stata soggetta a cambiamenti negli ultimi anni e alcune autorità, come Mammal Species of the World [2] e la CITES [3], continuano a chiamarlo con il vecchio nome Uncia uncia.",1,Bing,26.47,30.52,43.0,11.39,12.68,11.03,11.96,13.53,12.11,14.58,12.72
classificazione del leopardo delle nevi,"Leopardo delle nevi. Classificazione, denominazione, aspetto, habitat. Il leopardo delle nevi, leopardo delle nevi o irbis ( Uncia uncia) è un mammifero dalla famiglia der felini (Felidae). La classificazione scientifica di questa specie è cambiata. Il consenso generale è che la specie appartiene alla famiglia felina (felidae) e la sottofamiglia dei grandi felini (Pantherinae).",2,Bing,29.66,30.23,40.11,12.0,12.01,11.0,12.67,13.48,11.58,13.82,13.44
classificazione del leopardo delle nevi,"Fatti sul leopardo delle nevi: classificazione, habitat e conservazione .... Il leopardo delle nevi è un predatore maestoso e sfuggente che ha catturato il cuore di molti appassionati di fauna selvatica. Ma vi siete mai chiesti quale sia la sua classificazione? Immergiamoci nel mondo scientifico e scopriamo di più.",3,Bing,25.0,29.59,45.41,13.22,11.04,11.05,12.06,13.6,12.91,13.28,12.84
classificazione del leopardo delle nevi,"Leopardo delle nevi: caratteristiche, comportamento e habitat. Il leopardo delle nevi (Panthera uncia), noto anche come irbis o bars, è uno dei più importanti predatori delle catene montuose dell’Asia centrale. Temuto e ammirato dalla culture tibetana e dai pastori di montagna, questo emblematico carnivoro può vivere fino a 6.000 metri di altitudine.",4,Bing,26.22,28.56,45.22,11.83,11.56,11.36,11.67,14.8,12.53,13.02,13.23
classificazione del leopardo delle nevi,"Il leopardo delle nevi non è più specie minacciata. Dopo 45 anni, l’IUCN, l’Unione Internazionale per la Conservazione della Natura ha rivisto la classificazione del Leopardo delle nevi ( Panthera uncia ), che è passato dall’essere considerato specie “in pericolo” a specie “vulnerabile”.",5,Bing,32.59,28.35,39.05,11.86,12.11,11.03,12.01,14.22,11.14,14.6,13.02
classificazione leopardo delle nevi,"Panthera uncia - Wikipedia. Il leopardo delle nevi [2] (Panthera uncia Schreber, 1775) è un felide di grossa taglia originario delle catene montuose dell'Asia centrale. La sua classificazione è stata soggetta a cambiamenti negli ultimi anni e alcune autorità, come Mammal Species of the World [2] e la CITES [3], continuano a chiamarlo con il vecchio nome Uncia uncia.",1,Bing,26.47,30.52,43.0,11.39,12.68,11.03,11.96,13.53,12.11,14.58,12.72
classificazione leopardo delle nevi,"Leopardo delle nevi. Classificazione, denominazione, aspetto, habitat. Il leopardo delle nevi, leopardo delle nevi o irbis ( Uncia uncia) è un mammifero dalla famiglia der felini (Felidae). La classificazione scientifica di questa specie è cambiata. Il consenso generale è che la specie appartiene alla famiglia felina (felidae) e la sottofamiglia dei grandi felini (Pantherinae).",2,Bing,29.66,30.23,40.11,12.0,12.01,11.0,12.67,13.48,11.58,13.82,13.44
classificazione leopardo delle nevi,"Leopardo delle nevi: caratteristiche, comportamento e habitat. Il leopardo delle nevi (Panthera uncia), noto anche come irbis o bars, è uno dei più importanti predatori delle catene montuose dell’Asia centrale. Temuto e ammirato dalla culture tibetana e dai pastori di montagna, questo emblematico carnivoro può vivere fino a 6.000 metri di altitudine.",3,Bing,26.22,28.56,45.22,11.83,11.56,11.36,11.67,14.8,12.53,13.02,13.23
classificazione leopardo delle nevi,"Il leopardo delle nevi non è più specie minacciata. Dopo 45 anni, l’IUCN, l’Unione Internazionale per la Conservazione della Natura ha rivisto la classificazione del Leopardo delle nevi ( Panthera uncia ), che è passato dall’essere considerato specie “in pericolo” a specie “vulnerabile”.",4,Bing,32.59,28.35,39.05,11.86,12.11,11.03,12.01,14.22,11.14,14.6,13.02
classificazione leopardo delle nevi,"Leopardo delle nevi: un essere da inseguire. Classificazione. Il leopardo delle nevi è un animale di alta classe e prestigio che si trova bene in regioni climatiche rigide, è un mammifero che è provvisto di ghiandole mammarie che la mamma usa per allattare i cuccioli, è incluso nel gruppo dei vertebrati che hanno la colonna vertebrale che è assente negli invertebrati che ...",5,Bing,27.6,31.48,40.92,13.12,12.86,11.81,12.2,13.65,12.0,12.62,11.75
come aiutarele specie in estinzione,"5 Passi Per Salvare Gli Animali Dall’Estinzione - Ecobnb. Analizziamo le cause e scopriamo 5 semplici azioni da intraprendere per salvare gli animali dall’estinzione. Recenti studi lanciano un grido d’allarme: stiamo attraversando la sesta estinzione di massa. Oggigiorno, il tasso di estinzione sta crescendo vertiginosamente, ed è solo colpa del genere umano.",1,Bing,26.02,25.04,48.94,11.07,12.03,10.43,11.92,14.77,12.82,14.22,12.74
come aiutarele specie in estinzione,"Animali a rischio estinzione: quali sono e come puoi aiutarli - Greenpeace. Le foreste sono veri e propri scrigni di biodiversità, un patrimonio inestimabile che vogliamo tutelare. E tu puoi contribuire alle nostre attività con una donazione, perché la storia delle tigri e delle altre creature oggi minacciate fino al rischio di estinzione abbia un lieto fine.",2,Bing,29.21,24.78,46.01,11.44,11.41,11.41,10.06,13.87,12.39,16.01,13.41
come aiutarele specie in estinzione,"3 Modi per Aiutare gli Animali in Via di Estinzione - wikiHow. Se credi che le specie in via di estinzione meritino protezione affinché tutti ne ricavino un beneficio, diffondi il messaggio: sensibilizzare l'opinione pubblica è il primo passo per realizzare un cambiamento positivo.",3,Bing,31.45,19.85,48.71,11.61,11.85,12.03,9.97,13.36,12.21,15.71,13.26
come aiutarele specie in estinzione,"Come aiutare gli animali selvatici in pericolo di estinzione. Tigri, elefanti, rinoceronti, orango, gorilla, l’elenco delle specie in pericolo critico di estinzione è lungo e sempre crescente. Aiutare gli animali selvatici che rischiano l’estinzione dovrebbe essere una missione di vita non solo per noi ambientalisti che ci dedichiamo alla causa, ma per tutti.",4,Bing,25.74,30.49,43.77,11.3,12.4,10.54,11.37,13.95,13.83,14.33,12.28
come aiutarele specie in estinzione,"17 piccole cose che puoi fare per aiutare le specie in via di estinzione. Per iniziare, ecco 17 modi in cui puoi aiutare le specie in via di estinzione. 1 Scopri le specie in via di estinzione nella tua zona. Probabilmente ci sono animali più in via di estinzione e minacciati nella tua zona e pensi! Il u.S. Il servizio di pesca e fauna selvatica offre una mappa di specie in via di estinzione per stato.",5,Bing,27.11,24.99,47.9,11.37,12.16,12.21,10.37,13.79,12.21,14.73,13.16
come possiamo aiutare le specie in estinzione,"5 Passi Per Salvare Gli Animali Dall’Estinzione - Ecobnb. Analizziamo le cause e scopriamo 5 semplici azioni da intraprendere per salvare gli animali dall’estinzione. Recenti studi lanciano un grido d’allarme: stiamo attraversando la sesta estinzione di massa. Oggigiorno, il tasso di estinzione sta crescendo vertiginosamente, ed è solo colpa del genere umano.",1,Bing,26.02,25.04,48.94,11.07,12.03,10.43,11.92,14.77,12.82,14.22,12.74
come possiamo aiutare le specie in estinzione,"Animali a rischio estinzione: quali sono e come puoi aiutarli - Greenpeace. Dagli oranghi alle tigri di Sumatra, fino agli incredibili uccelli del paradiso, sono numerosissime le specie rare e a rischio di estinzione che in natura si trovano esclusivamente nelle foreste indonesiane. Cosa puoi fare per aiutarla. Le foreste sono veri e propri scrigni di biodiversità, un patrimonio inestimabile che vogliamo tutelare.",2,Bing,29.72,25.44,44.85,11.61,11.98,10.98,10.89,14.44,11.93,15.63,12.53
come possiamo aiutare le specie in estinzione,"10 modi per contribuire a salvare gli animali in via di estinzione. Ti piace la nuova collezione di animali in pericolo di estinzione e ti chiedi come puoi aiutarla? Non preoccuparti, ti ho coperto. Oggi vi parlerò di un argomento che mi sta molto a cuore: come tutti noi possiamo contribuire a salvare le specie animali in via di estinzione – in passato potreste anche aver contribuito a salvare animali ...",3,Bing,29.75,26.33,43.92,11.99,12.12,10.95,11.43,13.3,14.12,13.64,12.45
come possiamo aiutare le specie in estinzione,"3 Modi per Aiutare gli Animali in Via di Estinzione - wikiHow. Sostieni parchi nazionali, riserve e aree naturali che proteggono gli habitat degli animali a rischio di estinzione. Visitali, versa del denaro o fai volontariato. Insegna ai bambini a proteggere le specie in pericolo. Molti parchi hanno programmi e organizzano visite guidate per i più piccoli.",4,Bing,29.03,20.94,50.03,11.36,12.87,11.2,10.6,14.03,12.54,15.17,12.22
come possiamo aiutare le specie in estinzione,"Cosa si può fare per evitare l'estinzione degli animali?. Difendere le specie animali in pericolo di estinzione è un dovere per tutti noi: il loro benessere deriva dall'equilibrio degli ecosistemi del Pianeta, sempre più minacciato e deteriorato dalla presenza dell'uomo.",5,Bing,34.75,22.85,42.4,11.93,12.64,10.39,11.84,13.9,12.89,14.42,12.0
come si chiama Monica,"Monica: significato del nome, curiosità e 10 pietre portafortuna. Il significato attribuito al nome Monica è “solitaria” oppure “eremita”. Qui sotto elenchiamo Monica nella religione, la sua frequenza, le qualità del nome, le curiosità e come sempre l’ultimo paragrafo è dedicato alle pietre portafortuna per chi si chiama Monica!",1,Bing,39.32,24.22,36.46,12.24,12.14,11.8,11.38,12.16,11.55,15.41,13.33
come si chiama Monica,"Monica - Wikipedia. In Italia, il nome fu di moda a partire dagli anni 1960 [3], sia per imitazione dell'uso in altre lingue, sia per la fama di varie dive di successo [4], e ad oggi è diffuso soprattutto nella forma Monica, anche se si registra l'uso di Monika nelle zone bilingui e occasionalmente altrove (i relativi maschili, attestati, sono comunque rarissimi ...",2,Bing,39.37,24.81,35.82,12.07,13.19,11.72,10.58,12.31,11.53,15.93,12.67
come si chiama Monica,"Monica: significato del nome, curiosità, onomastico - PaginaInizio.com. Da un lato, è stato associato al termine latino ""moneo,"" che si traduce come ""consigliere"" o ""colui che avverte."" Dall'altro, è stato collegato al vocabolo greco ""monos,"" che significa ""solitario"" o ""eremita.""",3,Bing,39.44,29.45,31.11,13.74,12.49,11.89,10.96,12.05,11.92,13.58,13.36
come si chiama Monica,"Monica: significato, origine e curiosità su questo nome - DiLei. Scopri il significato e l'origine del nome Monica: l'onomastico, la diffusione, le varianti italiane e straniere di questo bellissimo nome. Il nome Monica potrebbe avere influenze dalle culture...",4,Bing,37.73,26.56,35.71,13.42,12.67,11.97,10.04,11.99,11.12,15.45,13.35
come si chiama Monica,"Significato del nome Monica | Origini, Etimologia, Onomastico .... Nome per Bambino: Monica Origini, significato e curiosità. Scopri il carattere, il colore e tutto ciò che c'è da sapere su Monica. Che significa Monica? Tutte le risposte qui!",5,Bing,41.46,24.19,34.36,13.79,12.41,12.52,9.53,11.74,12.85,14.24,12.92
