QID,Query,Prompt Type,Task Sentiment,IAS,Resp,Rank,date_generated
qGEN1791,tigre bianca,General,,Bing,La Tigre Bianca! - YouTube. La tigre bianca è una rara variante della tigre reale del Bengala (Panthera tigris tigris) caratterizzata da occhi azzurri e un manto bianco a strisce nere.....,1,2020
qGEN1792,tigre bianca,General,,Bing,Tigre Bianca - Home | Facebook. See more of Tigre Bianca on Facebook. Log In. or. Create New Account. See more of Tigre Bianca on Facebook. Log In. Forgot account? or. Create New Account. Not Now. Tigre Bianca. Local Business . Community See All. 727 people like this. 727 people follow this. About See All. via Massi 25 a Corna di Darfo .,2,2020
qGEN1793,tigre bianca,General,,Bing,"La tigre bianca - Classifica & Recensioni - Migliori .... La tigre bianca - Classifica & Recensioni - La nostra lista, aggiornata ogni giorno, rappresenta in maniera fedele la classifica delle migliori La tigre bianca - Classifica & Recensioni disponibili sul mercato.",3,2020
qGEN1794,tigre bianca,General,,Bing,"Tigre Bianca - Home | Facebook. Tigre Bianca. 1,617 likes · 2 talking about this. Pagina creata per le nostre amici tigri bianche... Siamo tre admin. Benvenuti e buona permanenza.",4,2020
qGEN1795,tigre bianca,General,,Bing,"15 fantastiche immagini su tigre bianca nel 2017 | Tigri .... 28 mag 2017- Esplora la bacheca ""tigre bianca"" di ginnyesf su Pinterest. Visualizza altre idee su Tigri bianche, Animali e Animali selvatici.",5,2020
qGEN1801,come si formano i vulcani ,General,,Bing,"Vulcani: cosa sono, come si formano e quali sono quelli .... Vulcani: cosa sono, come si formano e quali sono quelli attivi in Italia. By. Editrice - 26 Aprile 2017. 0. 15053. CONDIVIDI. I vulcani sono delle strutture geologiche che si sono venute a generare in seguito ai movimenti della crosta terrestre e della tettonica delle placche, fenomeni che stanno alla base anche dei terremoti.",1,2020
qGEN1802,come si formano i vulcani ,General,,Bing,"Alla scoperta del vulcano: com'é fatto? Dove si forma .... Come sono fatti i vulcani? Come si formano? Perché in alcuni luoghi della Terra ce ne sono molti e in altri nessuno? I vulcani sono spaccature della crosta terrestre da cui fuoriescono materiali allo stato liquido, solido e gassoso. La ...",2,2020
qGEN1803,come si formano i vulcani ,General,,Bing,"Come si formano i vulcani - Lettera43 Guide. Come si formano i vulcani L'origine dei vulcani si spiega con la teoria della tettonica delle placche o zolle, secondo la quale la crosta terrestre è formata da diverse parti, le placche appunto ...",3,2020
qGEN1804,come si formano i vulcani ,General,,Bing,"come si formano i vulcani? | Yahoo Answers. A contatto con l' acqua nei fondali oceanici si raffredda lentamente formando al centro dell' Atalantico una vera e propria catena montuosa. In alcuni punti addirittura emerge come in Islanda. Ma ci sono poi vulcani che si formano nei cosiddetti Punti Caldi della Terra, come quelli di tipi Awhaiano.",4,2020
qGEN1805,come si formano i vulcani ,General,,Bing,"I vulcani: come si formano? Che cosa li alimenta? Quanti .... Scopri tutto sui vulcani: come si formano, la loro struttura, la loro classificazione, perché eruttano e cosa provocano nell'ambiente circostante quando ""si agitano"" troppo. Spettacolari e spaventosi al tempo stesso, i vulcani sono alcuni tra le più affascinanti strutture geologiche realizzate da Madre Natura.",5,2020
qGEN1811,come si Ã© formato un vulcano,General,,Bing,"Vulcani: cosa sono, come si formano e quali sono quelli .... Inizialmente, un vulcano si presenta come un semplice “buco” nella crosta terrestre, dal quale fuoriesce il magma, ossia un miscuglio di roccia fusa e altri composti liquidi e gassosi.Proprio questi materiali che, con il tempo, si sono solidificati, hanno dato vita a quello che noi chiamiamo generalmente vulcano ma che in termini scientifici andrebbe propriamente denominato monte vulcanico.",1,2020
qGEN1812,come si Ã© formato un vulcano,General,,Bing,"La struttura di un vulcano - Sapere.it. Un vulcano può essere schematicamente definito come una frattura nella crosta terrestre da cui fuoriesce il magma. La parte esterna (la sola normalmente visibile) viene comunemente indicata con il nome di monte vulcanico, o edificio vulcanico. In realtà, il vulcano risulta formato da una camera...",2,2020
qGEN1813,come si Ã© formato un vulcano,General,,Bing,"Vulcano - Wikipedia. Un generico vulcano è formato da: una camera magmatica, ovvero il serbatoio sotterraneo nel quale è presente il magma che alimenta il vulcano. un camino o condotto vulcanico principale, luogo di transito del magma dalla camera magmatica verso la superficie. un cratere o bocca sommitale, dove sgorga il condotto principale.",3,2020
qGEN1814,come si Ã© formato un vulcano,General,,Bing,"Alla scoperta del vulcano: com'é fatto? Dove si forma .... Come è fatto un vulcano I vulcani possono essere suddivisi, per la loro struttura esterna, in vulcani a cono, come il Vesuvio o l'Etna (nella foto sopra), oppure a scudo (ossia quando sembrano degli scudi appoggiati al terreno) come per esempio il Mauna Loa alle isole Hawaii (sotto).",4,2020
qGEN1815,come si Ã© formato un vulcano,General,,Bing,"Vulcano (vulcano) - Wikipedia. Come tutti i vulcani italiani, si è formato a causa del movimento della zolla africana, che muovendosi verso il Nord esercita una forte pressione su quella euroasiatica. Vulcano raggiunge un'altitudine di 386 metri. Esso si eleva come formazione collinosa al centro dell'isola, nei pressi di Porto Levante.",5,2020
qGEN1821,in quale stato si trova il vulcano piÃ¹ piccolo,General,,Bing,"Ecco il Vulcano Più Piccolo del Mondo - Vulcano del Monte .... Dove si trova il vulcano più piccolo del mondo ^. Il vulcano del Monte Busca è conosciuto anche per essere il vulcano più piccolo del mondo e si trova proprio in Italia, sulle colline romagnole tra la val Tramazzo e la val Montone.",1,2020
qGEN1822,in quale stato si trova il vulcano piÃ¹ piccolo,General,,Bing,"Etna - Wikipedia. Si racconta che Empedocle, un importante filosofo presocratico e uomo politico greco del V secolo a.C., si gettò nel cratere del vulcano per scoprire il segreto della sua attività eruttiva. Il suo corpo sarebbe stato in seguito restituito dal mare al largo della costa siciliana, anche se in realtà sembra che sia morto in Grecia.",2,2020
qGEN1823,in quale stato si trova il vulcano piÃ¹ piccolo,General,,Bing,"Il vulcano più piccolo del mondo!! - Recensioni su Vulcano .... Vulcano Monte Busca: Il vulcano più piccolo del mondo!! - Guarda 134 recensioni imparziali, 66 foto di viaggiatori, e fantastiche offerte per Tredozio, Italia su TripAdvisor.",3,2020
qGEN1824,in quale stato si trova il vulcano piÃ¹ piccolo,General,,Bing,"Isole Azzorre: dove si trovano, quando andare e cosa vedere. Vulcano di Pico: sull'isola di Pico sorge l'omonimo vulcano, alto ben 2.351 metri, dimensione che lo rende il terzo vulcano più grande di tutto l'Atlantico. Furna do Enxofre: la grotta, che si trova sull'isola Graciosa, permette di accedere al Lagoa do Styx, un piccolo lago di origine vulcanica che si trova sotto il livello del mare.",4,2020
qGEN1825,in quale stato si trova il vulcano piÃ¹ piccolo,General,,Bing,"Domenica 4 novembre – Tredozio: il vulcano più piccolo del .... Il vulcano del Monte Busca è conosciuto anche per essere il vulcano più piccolo del mondo e si trova proprio in Italia, sulle colline romagnole tra la val Tramazzo e la val Montone. Come suggerisce il nome il vulcano si trova proprio sul monte Busca, che raggiunge un’altitudine di 740 metri sul livello del mare e dista circa 15 minuti da ...",5,2020
qGEN1831,qual Ã¨ il vulcano attivo piÃ¹ antico ,General,,Bing,"L'Etna: il vulcano attivo più antico del mondo! - Meteo Web. Abbiamo imparato, chi più chi meno a conoscere il nostro grande vulcano. Molte persone lo vedono tutti i giorni, dalla Sicilia e dalla Calabria, un gigante cui ci si è abituati e a cui si ...",1,2020
qGEN1832,qual Ã¨ il vulcano attivo piÃ¹ antico ,General,,Bing,"Quali sono i vulcani attivi in Italia? I ""magnifici"" 10 .... In Italia esistono almeno 10 vulcani attivi, ossia che si sono ""risvegliati"" almeno una volta negli ultimi 10 mila anni: Etna, Stromboli, Vesuvio, Ischia, Lipari, Vulcano, Pantelleria, Colli Albani, Campi Flegrei, Isola Ferdinandea.. Gli unici due che per il momento danno eruzioni continue, separate da brevi intervalli, sono però l'Etna e lo Stromboli.",2,2020
qGEN1833,qual Ã¨ il vulcano attivo piÃ¹ antico ,General,,Bing,"Etna - Wikipedia. L'Etna o Mongibello è un vulcano siciliano originatosi nel Quaternario e rappresenta il vulcano attivo terrestre più alto della placca euroasiatica.Le sue frequenti eruzioni nel corso della storia hanno modificato, a volte anche profondamente, il paesaggio circostante, arrivando più volte a minacciare le popolazioni che nei millenni si sono insediate intorno a esso.",3,2020
qGEN1834,qual Ã¨ il vulcano attivo piÃ¹ antico ,General,,Bing,"Vulcano (vulcano) - Wikipedia. Vulcano nell'antichità. Negli ultimi millenni, Vulcano ha prodotto una mezza dozzina di eruzioni devastanti. Il cratere della Fossa era attivo, a intervalli irregolari, già dall'antichità, come documentato da scrittori classici (soprattutto Tucidide nel V secolo a.C.).In questa epoca, pare si sia verificata un'attività eruttiva talmente forte da essere udibile fino in Sicilia.",4,2020
qGEN1835,qual Ã¨ il vulcano attivo piÃ¹ antico ,General,,Bing,"Etna - Case Vacanze in Giardini Naxos & Taormina. Lâ€™ Etna Ã¨ il vulcano attivo piÃ¹ alto dâ€™Europa la sua altezza domina lâ€™intera costa ionica ed Ã© visibile da oltre 250 km; con i suoi 1260 kmq di superficie lavica racchiusi in un perimetro di 250 km, lâ€™Etna Ã© oggi una stazione turistica sia invernale che estiva internazionale per villeggianti ...",5,2020
qGEN1841,animali a rischio di estinzione,General,,Bing,"Specie animali in estinzione | WWF Italy. Migliaia di animali rischiano seriamente l'estinzione: è la costante denuncia dell'IUCN (International Union for Conservation of Nature), che ogni anno diffonde la Lista Rossa degli animali a rischio estinzione. Dall'anno della sua nascita, il WWF si batte per difendere le specie animali in via d'estinzione. Il panda, simbolo da sempre, fu ...",1,2020
qGEN1842,animali a rischio di estinzione,General,,Bing,"Specie animali in estinzione | WWF Italy Specie animali in estinzione | WWF Italy Specie animali in estinzione | WWF Italy Specie animali in estinzione | WWF Italy. Il WWF è impegnato a salvare gli animali in estinzione attraverso i suoi progetti di tutela delle specie minacciate. Grazie all'aiuto dei suoi soci e sostenitori, è riuscito a raggiungere importanti traguardi nella salvaguardia delle specie animali. Il WWF è impegnato a salvare gli animali in estinzione attraverso i suoi progetti di tutela delle specie minacciate. Grazie all'aiuto dei suoi soci e sostenitori, è riuscito a raggiungere importanti traguardi nella salvaguardia delle specie animali. Il WWF è impegnato a salvare gli animali in estinzione attraverso i suoi progetti di tutela delle specie minacciate. Grazie all'aiuto dei suoi soci e sostenitori, è riuscito a raggiungere importanti traguardi nella salvaguardia delle specie animali. Il WWF è impegnato a salvare gli animali in estinzione attraverso i suoi progetti di tutela delle specie minacciate. Grazie all'aiuto dei suoi soci e sostenitori, è riuscito a raggiungere importanti traguardi nella salvaguardia delle specie animali.",2,2020
qGEN1843,animali a rischio di estinzione,General,,Bing,10 animali in via di estinzione nel mondo - animalpedia.it. 10 animali in via di estinzione nel mondo. Cosa significa esattamente in via di estinzione? ... Si tratta della specie di balena maggiormente a rischio di estinzione del mondo. Gli studi scientifici di alcune organizzazioni animaliste affermano che ci sono meno di 350 balene che si muovono per le coste dell'Atlantico. Anche se si tratta di una ...,3,2020
qGEN1844,animali a rischio di estinzione,General,,Bing,"Le 10 specie di animali a rischio di estinzione in Italia. 2. Le 10 specie di animali più a rischio di estinzione in Italia; 3. Animali che rischiano l’estinzione in Italia: un allarme da non sottovalutare Qual è la situazione della biodiversità in Italia? L’Italia è un paese ricco di tradizione e cultura legate anche all’ambiente, alla caccia e al rapporto uomo-animale.",4,2020
qGEN1845,animali a rischio di estinzione,General,,Bing,"10 animali a rischio di estinzione - Idee Green. E’ difficile come classifica quella dei 10 animali a rischio di estinzione, innanzitutto perché si tratta di una classifica triste, ma anche molto “fluida”. Ci sono testa a testa e new entries da gestire e purtroppo anche qualche fuori uscita causa estinzione perché in molti casi la ...",5,2020
qGEN1851,come aiutare gli animali in via di estinzion^?,General,,Bing,"3 Modi per Aiutare gli Animali in Via di Estinzione - wikiHow 3 Modi per Aiutare gli Animali in Via di Estinzione - wikiHow 3 Modi per Aiutare gli Animali in Via di Estinzione - wikiHow 3 Modi per Aiutare gli Animali in Via di Estinzione - wikiHow 3 Modi per Aiutare gli Animali in Via di Estinzione - wikiHow. Come Aiutare gli Animali in Via di Estinzione. Secondo gli scienziati, nel corso della storia la Terra ha assistito a cinque ondate di estinzione di animali, tra cui quella dei dinosauri. Oggigiorno, molti credono che ne sia iniziata una... Come Aiutare gli Animali in Via di Estinzione. Secondo gli scienziati, nel corso della storia la Terra ha assistito a cinque ondate di estinzione di animali, tra cui quella dei dinosauri. Oggigiorno, molti credono che ne sia iniziata una... Come Aiutare gli Animali in Via di Estinzione. Secondo gli scienziati, nel corso della storia la Terra ha assistito a cinque ondate di estinzione di animali, tra cui quella dei dinosauri. Oggigiorno, molti credono che ne sia iniziata una... Come Aiutare gli Animali in Via di Estinzione. Secondo gli scienziati, nel corso della storia la Terra ha assistito a cinque ondate di estinzione di animali, tra cui quella dei dinosauri. Oggigiorno, molti credono che ne sia iniziata una... Come Aiutare gli Animali in Via di Estinzione. Secondo gli scienziati, nel corso della storia la Terra ha assistito a cinque ondate di estinzione di animali, tra cui quella dei dinosauri. Oggigiorno, molti credono che ne sia iniziata una...",1,2020
